to,1695
you,1256
I,1174
a,1067
the,951
and,692
in,624
is,622
i,616
u,550
for,524
my,484
of,478
your,444
me,425
on,387
have,380
2,373
that,332
are,321
it,309
call,302
or,293
be,289
with,283
at,281
will,271
not,268
get,249
so,240
can,240
U,232
&lt;#&gt;,230
ur,228
I'm,226
but,217
You,214
4,206
.,201
up,199
from,196
just,195
do,194
if,185
like,182
we,179
go,176
this,175
when,173
all,172
know,172
out,166
got,159
now,155
am,149
come,148
was,144
?,135
Call,129
by,128
...,126
want,124
about,123
time,122
going,115
only,114
need,114
send,112
then,112
If,111
still,110
what,110
How,107
I'll,106
as,105
its,104
our,102
n,101
no,100
No,99
he,99
But,99
has,98
one,97
been,97
text,96
love,94
see,94
Just,94
We,94
good,94
&,93
Do,91
tell,90
r,90
any,90
there,89
back,88
So,87
some,87
What,85
day,85
an,84
d,84
don't,84
Your,83
think,83
mobile,81
me.,81
free,81
how,80
home,80
A,78
ü,78
take,78
her,78
My,77
The,76
And,75
dont,75
later,74
who,74
they,73
phone,72
&amp;,71
Have,71
make,70
new,70
him,70
i'm,68
give,68
Ok,67
-,67
Can,67
FREE,67
she,66
more,65
txt,64
now.,64
much,63
had,63
should,63
ask,63
you.,62
This,62
reply,62
meet,60
great,60
after,60
way,60
To,60
here,59
week,59
da,59
claim,59
Txt,58
Are,57
would,57
every,57
really,56
e,56
say,55
work,55
Good,55
Hey,54
right,53
miss,52
night,51
said,51
too,51
Its,51
pick,51
lor.,50
doing,50
them,50
ok,50
Pls,50
stop,50
find,50
Hi,50
1,50
!,49
it.,48
number,48
Then,48
contact,48
very,48
keep,48
He,48
Please,47
per,47
gonna,47
now!,47
Not,46
message,45
sure,45
last,45
could,45
Sorry,44
Oh,44
It,44
hope,44
cos,44
tomorrow,44
feel,44
buy,44
lor...,44
where,43
Is,43
sent,43
next,43
did,43
b,43
us,42
around,42
anything,42
wan,42
his,42
before,42
went,42
were,42
please,42
"Sorry,",42
many,41
cant,41
Reply,41
:),40
told,40
cash,40
dun,40
other,40
can't,39
it's,39
STOP,39
day.,39
place,39
Happy,38
Dear,38
Ur,38
Ü,38
which,38
why,38
service,37
let,37
Nokia,37
wait,37
even,37
Did,37
For,36
thk,36
She,36
msg,36
Yeah,36
today,36
Hope,36
3,35
It's,35
Where,35
over,35
already,35
leave,34
I've,34
care,34
won,34
R,34
Free,34
down,34
When,34
thing,34
first,34
Text,33
things,33
always,33
try,33
coming,33
c,33
waiting,33
prize,32
people,32
Gud,32
you're,32
Lol,32
late,32
thought,32
awarded,32
than,31
being,31
Thanks,31
Well,31
didn't,31
x,31
Dont,31
well,31
im,31
talk,31
someone,31
few,31
getting,31
also,30
Or,30
having,30
Get,30
off,30
win,30
sleep,30
something,30
use,30
best,29
life,29
happy,29
That,29
ready,29
bit,29
da.,29
In,29
stuff,28
trying,28
draw,28
dear,28
same,28
money,28
As,28
Yes,28
name,28
They,27
receive,27
customer,27
finish,27
Send,27
sorry,27
All,27
guys,27
morning,27
1st,27
*,27
£1000,26
into,26
+,26
wat,26
friend,26
"you,",26
Now,26
YOU,26
days,26
meeting,26
5,26
might,26
called,26
because,26
2nd,25
CALL,25
pls,25
shows,25
PO,25
real,25
friends,25
special,25
150ppm,25
eat,25
",",25
mins,25
hour,25
dat,25
latest,25
Mobile,25
v,25
there.,24
quite,24
better,24
put,24
tonight,24
another,24
car,24
half,24
wont,24
between,24
you!,24
you?,24
i'll,24
soon,24
guaranteed,24
able,24
hi,24
C,24
little,24
didnt,24
watch,24
home.,24
wanted,24
long,24
never,23
class,23
URGENT!,23
start,23
Will,23
Wat,23
time.,23
pay,23
K,23
big,23
chance,23
says,23
reach,23
until,22
hear,22
u.,22
face,22
bring,22
See,22
live,22
looking,22
help,22
probably,22
look,22
selected,22
till,22
lunch,22
16,22
again,22
abt,22
end,22
wish,22
made,22
NOW,21
came,21
Why,21
"it,",21
plan,21
ill,21
early,21
wif,21
won't,21
may,21
today.,21
shit,21
dis,21
New,21
two,21
most,21
Claim,21
Tell,21
IS,21
wanna,21
nice,20
person,20
done,20
Me,20
saw,20
line,20
chat,20
babe,20
hav,20
year,20
tried,20
Am,20
do.,20
entry,20
min,20
minutes,20
he's,20
500,20
Im,20
&lt;DECIMAL&gt;,20
THE,20
asked,19
play,19
that.,19
lot,19
details,19
network,19
left,19
guy,19
lor,19
since,19
£100,19
man,19
room,19
those,19
Only,19
ok.,19
part,19
Box,19
everything,19
dinner,19
Today,19
without,19
check,19
liao...,19
ME,18
wants,18
forgot,18
smile,18
guess,18
Had,18
means,18
word,18
thanks,18
that's,18
remember,18
8007,18
actually,18
£2000,18
camera,18
UR,18
mind,18
now?,18
girl,18
fun,18
LOVE,18
IM,18
Yup,18
heart,18
150p,18
i've,18
job,17
times,17
weekly,17
sch,17
full,17
u?,17
makes,17
750,17
ya,17
Love,17
Got,17
run,17
AT,17
No.,17
wid,17
That's,17
lose,17
stay,17
attempt,17
bad,17
must,17
once,17
town,17
account,17
out.,17
dad,17
Don't,17
til,17
Ok...,17
goes,17
me?,16
saying,16
MY,16
working,16
drive,16
mean,16
tv,16
6,16
jus,16
video,16
pounds,16
colour,16
join,16
together,16
Orange,16
£500,16
Cos,16
boy,16
making,16
shopping,16
house,16
:-),16
bus,16
4*,16
gift,16
WON,16
IN,16
sweet,16
collect,16
re,15
feeling,15
shall,15
years,15
how's,15
oh.,15
T&Cs,15
set,15
knw,15
later.,15
tones,15
16+,15
tone,15
7,15
haven't,15
calling,15
while,15
No:,15
